Subject,Trial,Gaussian_Centroid,Standard_Deviation,Reaction_Time,Secondary_Task_Acc,Net_Cognitive_Load,Speed,Number_of_Fish,Turbidity,CameraDistance,Fish_Type
8,12,1,0.1,0.204642156766704,-0.222003860970287,0.0700125766853325,7,8,7,1,0
8,13,1,0.1,-0.426019755334988,-0.222003860970287,0.131778834597882,7,8,3,1,1
8,14,1,0.1,-0.820623856761745,-0.222003860970287,0.135884587398175,3,12,7,2,2
8,15,1,0.1,-0.915751631212838,-0.81401415689105,-0.00482450383961033,3,10,7,2,1
8,16,1,0.1,0.704943785361342,-0.222003860970287,0.841477713369519,7,12,7,2,2
8,17,1,0.1,0.641525269060613,3.3300579145543,0.612599996333228,7,10,7,2,1
8,18,1,0.1,-0.993263151135951,1.554027026792,-0.582163284102439,3,12,3,1,2
8,19,1,0.1,-0.140636431981709,-0.222003860970287,0.254314893638643,7,12,3,2,1
8,20,1,0.1,-1.05315841653108,-0.222003860970287,0.0495630043753327,3,12,3,1,0
8,21,1,0.1,-0.898135376684858,1.554027026792,0.00249284279126094,7,8,7,1,2
8,22,1,0.1,-0.947460889363202,-0.81401415689105,-0.375589827511952,3,10,3,2,1
8,23,1,0.1,-0.95803064207999,-0.81401415689105,0.0507568527082455,7,10,3,1,2
8,24,1,0.1,-0.239287457338398,-0.222003860970287,0.375545343311002,3,12,7,2,0
9,1,1,0.1,0.260359713264582,-0.375540841706121,0.0278443081392052,7,8,7,1,0
9,2,1,0.1,0.872162075787297,0.706016782407506,0.0614131094549696,3,8,7,1,2
9,3,1,0.1,0.0506971058832025,0.706016782407506,0.0763791550800251,3,12,3,2,2
9,4,1,0.1,0.229425885946018,-0.375540841706121,0.217615900144981,7,12,3,2,2
9,5,1,0.1,0.555949618753085,-0.375540841706121,0.044709757162161,7,8,3,1,1
9,6,1,0.1,-0.45455540698668,-0.375540841706121,1.56577115828358,7,8,7,1,2
9,7,1,0.1,0.188180782854599,-0.736060049743996,0.0102621547697418,7,10,7,2,1
9,8,1,0.1,3.27468933086245,-0.375540841706121,0.325273034700811,3,8,7,2,2
9,9,1,0.1,0.0575712897317723,3.95068965474839,0.39499447191253,3,12,7,1,1
9,10,1,0.1,-0.433932855440971,0.706016782407506,0.178123527234698,7,12,3,1,0
9,11,1,0.1,1.06463922354725,-0.736060049743996,-0.106467561768682,3,10,3,2,0
9,12,1,0.1,-0.884191897522294,-0.375540841706121,0.0166272200831862,7,8,7,1,1
9,13,1,0.1,-0.976993379477987,0.706016782407506,-0.0718437960678855,3,12,3,1,1
9,14,1,0.1,0.896221719257292,-0.375540841706121,0.0781627243016121,3,8,3,1,0
9,15,1,0.1,-0.578290716260937,0.706016782407506,-0.0890246288133094,7,8,3,2,1
9,16,1,0.1,-0.949496644083708,-0.375540841706121,0.00225402926589009,3,12,3,2,1
9,17,1,0.1,-0.743271128626613,-0.736060049743996,0.327669569412592,7,10,3,2,0
9,18,1,0.1,-0.935748276386568,0.706016782407506,0.022520744661865,3,12,7,1,0
9,19,1,0.1,0.384095022538839,-0.736060049743996,0.16396554749887,3,10,7,2,0
